neighborhood,address,units,stories,construction,apn,block,lot,last_permit,streetview,recorder_lookup
Central Richmond,131 20th Av,7,2,wood frame (5),1380003A,1380,003A,1984-02-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785372911,-122.480071017",https://sfassessor.org/ (search APN 1380003A)
Central Richmond,1341 Lake St,7,3,wood frame (5),1374039,1374,039,1989-07-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786126008,-122.474121672",https://sfassessor.org/ (search APN 1374039)
Central Richmond,1400 Clement St,7,3,wood frame (5),1418018,1418,018,2012-09-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782626079,-122.474293474",https://sfassessor.org/ (search APN 1418018)
Central Richmond,164 23rd Av,7,3,wood frame (5),1382029,1382,029,2023-11-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784686293,-122.482588226",https://sfassessor.org/ (search APN 1382029)
Central Richmond,1909 Lake St,7,2,wood frame (5),1380038,1380,038,1988-04-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785721719,-122.480109571",https://sfassessor.org/ (search APN 1380038)
Central Richmond,229 21st Av,7,4,wood frame (5),1412004,1412,004,2021-08-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783447913,-122.481006501",https://sfassessor.org/ (search APN 1412004)
Central Richmond,279 20th Av,7,3,wood frame (5),1413017,1413,017,2007-07-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782736213,-122.479881405",https://sfassessor.org/ (search APN 1413017)
Central Richmond,290 16th Av,7,4,wood frame (5),1418026,1418,026,2020-03-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78271905,-122.475089825",https://sfassessor.org/ (search APN 1418026)
Central Richmond,318 25th Av,7,2,constr type 2,1409042,1409,042,2025-09-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7834812,-122.484654167",https://sfassessor.org/ (search APN 1409042)
Central Richmond,431 22nd Av,7,2,wood frame (5),1522003,1522,003,2024-05-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779555902,-122.48179747",https://sfassessor.org/ (search APN 1522003)
Central Richmond,443 15th Av,7,3,wood frame (5),1529004A,1529,004A,2024-08-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779628989,-122.474261454",https://sfassessor.org/ (search APN 1529004A)
Central Richmond,510 24th Av,7,3,wood frame (5),1521033,1521,033,2018-08-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.779840538,-122.48346612",https://sfassessor.org/ (search APN 1521033)
Central Richmond,5830 Geary Bl,7,3,wood frame (5),1454021,1454,021,2024-11-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780526605,-122.482031113",https://sfassessor.org/ (search APN 1454021)
Central Richmond,130 23rd Av,6,3,wood frame (5),1382067,1382,067,2021-03-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78523465,-122.482628034",https://sfassessor.org/ (search APN 1382067)
Central Richmond,130 23rd Av,6,4,wood frame (5),1382037,1382,037,2011-09-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78523465,-122.482628034",https://sfassessor.org/ (search APN 1382037)
Central Richmond,130 23rd Av,6,3,wood frame (5),1382063,1382,063,2019-08-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.78523465,-122.482628034",https://sfassessor.org/ (search APN 1382063)
Central Richmond,1301 Lake St,6,3,wood frame (5),1374001,1374,001,1987-03-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.786144914,-122.473523001",https://sfassessor.org/ (search APN 1374001)
Central Richmond,1344 Balboa St,6,4,wood frame (5),1557047,1557,047,2024-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.777049577,-122.473327059",https://sfassessor.org/ (search APN 1557047)
Central Richmond,1344 Balboa St,6,4,wood frame (5),1557046,1557,046,2021-11-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.777049577,-122.473327059",https://sfassessor.org/ (search APN 1557046)
Central Richmond,1344 Balboa St,6,4,wood frame (5),1557018,1557,018,2001-02-16T14:31:56.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.777049577,-122.473327059",https://sfassessor.org/ (search APN 1557018)
Central Richmond,142 22nd Av,6,3,wood frame (5),1381029,1381,029,2023-12-27T10:25:33.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7850777,-122.481540869",https://sfassessor.org/ (search APN 1381029)
Central Richmond,148 22nd Av,6,3,wood frame (5),1381028,1381,028,2023-05-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785009155,-122.481535894",https://sfassessor.org/ (search APN 1381028)
Central Richmond,163 17th Av,6,2,wood frame (5),1377015,1377,015,2023-09-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784889231,-122.476813516",https://sfassessor.org/ (search APN 1377015)
Central Richmond,167 21st Av,6,4,wood frame (5),1381011,1381,011,2026-04-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784685134,-122.481099047",https://sfassessor.org/ (search APN 1381011)
Central Richmond,1711 Lake St,6,4,wood frame (5),1378036,1378,036,2017-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785827416,-122.477901562",https://sfassessor.org/ (search APN 1378036)
Central Richmond,174 22nd Av,6,2,wood frame (5),1381022,1381,022,2025-11-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784529342,-122.481501068",https://sfassessor.org/ (search APN 1381022)
Central Richmond,175 23rd Av,6,2,wood frame (5),1383015,1383,015,2023-10-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784450675,-122.483233555",https://sfassessor.org/ (search APN 1383015)
Central Richmond,1828 Clement St,6,3,wood frame (5),1414021,1414,021,2019-11-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782533105,-122.478997584",https://sfassessor.org/ (search APN 1414021)
Central Richmond,1845 Lake St,6,4,wood frame (5),1379034A,1379,034A,2017-09-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785755268,-122.479491591",https://sfassessor.org/ (search APN 1379034A)
Central Richmond,195 14th Av,6,3,wood frame (5),1374019,1374,019,2020-11-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.784660441,-122.47331093",https://sfassessor.org/ (search APN 1374019)
Central Richmond,2015 Cabrillo St,6,4,wood frame (5),1664001,1664,001,2018-10-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774468543,-122.480314048",https://sfassessor.org/ (search APN 1664001)
Central Richmond,220 16th Av,6,3,wood frame (5),1418043,1418,043,1987-10-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783932661,-122.475003014",https://sfassessor.org/ (search APN 1418043)
Central Richmond,2207 Cabrillo St,6,4,wood frame (5),1666001,1666,001,2016-03-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77437653,-122.48248028",https://sfassessor.org/ (search APN 1666001)
Central Richmond,2223 Lake St,6,3,wood frame (5),1383044,1383,044,2025-02-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.785576195,-122.483436033",https://sfassessor.org/ (search APN 1383044)
Central Richmond,2245 Cabrillo St,6,3,wood frame (5),1666047,1666,047,2019-03-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774338843,-122.482982424",https://sfassessor.org/ (search APN 1666047)
Central Richmond,2245 Cabrillo St,6,3,wood frame (5),1666056,1666,056,2021-09-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774338843,-122.482982424",https://sfassessor.org/ (search APN 1666056)
Central Richmond,2245 Cabrillo St,6,3,wood frame (5),1666057,1666,057,2023-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774338843,-122.482982424",https://sfassessor.org/ (search APN 1666057)
Central Richmond,227 15th Av,6,3,wood frame (5),1418004,1418,004,2019-12-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783804636,-122.474537374",https://sfassessor.org/ (search APN 1418004)
Central Richmond,2311 Cabrillo St,6,3,wood frame (5),1667001,1667,001,2024-07-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774328604,-122.483529787",https://sfassessor.org/ (search APN 1667001)
Central Richmond,232 21st Av,6,3,wood frame (5),1413035,1413,035,2017-09-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783471675,-122.480352129",https://sfassessor.org/ (search APN 1413035)
Central Richmond,2345 Cabrillo St,6,4,wood frame (5),1667049,1667,049,2021-08-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.774305703,-122.484031214",https://sfassessor.org/ (search APN 1667049)
Central Richmond,235 19th Av,6,3,wood frame (5),1414005,1414,005,2025-08-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783468011,-122.478857174",https://sfassessor.org/ (search APN 1414005)
Central Richmond,247 19th Av,6,2,wood frame (5),1414008,1414,008,2025-07-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783262376,-122.478842255",https://sfassessor.org/ (search APN 1414008)
Central Richmond,257 14th Av,6,3,wood frame (5),1419011,1419,011,2020-10-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783367736,-122.473390735",https://sfassessor.org/ (search APN 1419011)
Central Richmond,259 20th Av,6,2,wood frame (5),1413012,1413,012,2025-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783078937,-122.479906272",https://sfassessor.org/ (search APN 1413012)
Central Richmond,261 21st Av,6,3,wood frame (5),1412011,1412,011,1996-09-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782892699,-122.480966206",https://sfassessor.org/ (search APN 1412011)
Central Richmond,262 22nd Av,6,2,wood frame (5),1412021,1412,021,2023-08-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782874245,-122.481380388",https://sfassessor.org/ (search APN 1412021)
Central Richmond,266 19th Av,6,2,wood frame (5),1415020,1415,020,2024-12-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782952334,-122.478160944",https://sfassessor.org/ (search APN 1415020)
Central Richmond,271 19th Av,6,3,wood frame (5),1414014,1414,014,2022-09-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782851107,-122.478812421",https://sfassessor.org/ (search APN 1414014)
Central Richmond,2818 Anza St,6,2,wood frame (5),1525020,1525,020,1990-01-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.778684036,-122.478631173",https://sfassessor.org/ (search APN 1525020)
Central Richmond,282 18th Av,6,2,wood frame (5),1416024,1416,024,2023-05-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782736161,-122.477072596",https://sfassessor.org/ (search APN 1416024)
Central Richmond,283 20th Av,6,2,wood frame (5),1413017A,1413,017A,2023-02-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782668956,-122.479876864",https://sfassessor.org/ (search APN 1413017A)
Central Richmond,286 17th Av,6,2,wood frame (5),1417019,1417,019,2024-02-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782715386,-122.475999715",https://sfassessor.org/ (search APN 1417019)
Central Richmond,290 17th Av,6,3,wood frame (5),1417018,1417,018,2018-04-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782646841,-122.475994745",https://sfassessor.org/ (search APN 1417018)
Central Richmond,2936 Anza St,6,3,wood frame (5),1524019,1524,019,2020-10-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77862334,-122.479976795",https://sfassessor.org/ (search APN 1524019)
Central Richmond,301 20th Av,6,3,wood frame (5),1452001,1452,001,2025-03-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782009246,-122.479662018",https://sfassessor.org/ (search APN 1452001)
Central Richmond,3021 Anza St,6,4,wood frame (5),1564046,1564,046,1989-06-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.778092051,-122.480736676",https://sfassessor.org/ (search APN 1564046)
Central Richmond,318 21st Av,6,3,wood frame (5),1452039,1452,039,2017-11-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781811866,-122.480229754",https://sfassessor.org/ (search APN 1452039)
Central Richmond,319 20th Av,6,3,wood frame (5),1452002,1452,002,2024-09-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781830701,-122.4798137",https://sfassessor.org/ (search APN 1452002)
Central Richmond,322 25th Av,6,3,wood frame (5),1409041,1409,041,2023-07-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783412655,-122.484649189",https://sfassessor.org/ (search APN 1409041)
Central Richmond,327 23rd Av,6,3,wood frame (5),1455042,1455,042,2026-02-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781485816,-122.483018507",https://sfassessor.org/ (search APN 1455042)
Central Richmond,329 24th Av,6,2,wood frame (5),1409007,1409,007,2024-06-28T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.783157721,-122.484212084",https://sfassessor.org/ (search APN 1409007)
Central Richmond,339 15th Av,6,3,wood frame (5),1447008,1447,008,2020-03-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781733175,-122.474386955",https://sfassessor.org/ (search APN 1447008)
Central Richmond,343 21st Av,6,2,wood frame (5),1453008,1453,008,2024-08-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781370444,-122.480858626",https://sfassessor.org/ (search APN 1453008)
Central Richmond,350 22nd Av,6,2,wood frame (5),1453032,1453,032,2020-02-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781214611,-122.481262614",https://sfassessor.org/ (search APN 1453032)
Central Richmond,351 24th Av,6,3,wood frame (5),1409010,1409,010,2021-06-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782952087,-122.484197151",https://sfassessor.org/ (search APN 1409010)
Central Richmond,355 15th Av,6,4,wood frame (5),1447012,1447,012,2023-12-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781458039,-122.474367185",https://sfassessor.org/ (search APN 1447012)
Central Richmond,359 21st Av,6,2,wood frame (5),1453012,1453,012,2025-05-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.781096265,-122.48083873",https://sfassessor.org/ (search APN 1453012)
Central Richmond,365 24th Av,6,2,wood frame (5),1409015,1409,015,2025-02-04T15:02:46.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782609364,-122.484172264",https://sfassessor.org/ (search APN 1409015)
Central Richmond,366 25th Av,6,3,wood frame (5),1409030,1409,030,2020-02-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782658664,-122.484594433",https://sfassessor.org/ (search APN 1409030)
Central Richmond,371 22nd Av,6,2,wood frame (5),1454015,1454,015,2025-05-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780842395,-122.481891456",https://sfassessor.org/ (search APN 1454015)
Central Richmond,374 19th Av,6,3,wood frame (5),1450021,1450,021,2011-05-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780947484,-122.478015525",https://sfassessor.org/ (search APN 1450021)
Central Richmond,374 25th Av,6,2,wood frame (5),1409028,1409,028,2023-05-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782521576,-122.484584476",https://sfassessor.org/ (search APN 1409028)
Central Richmond,375 19th Av,6,3,wood frame (5),1451015,1451,015,2024-04-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780970923,-122.478710807",https://sfassessor.org/ (search APN 1451015)
Central Richmond,375 21st Av,6,2,wood frame (5),1453016,1453,016,2024-04-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780815231,-122.480818335",https://sfassessor.org/ (search APN 1453016)
Central Richmond,375 24th Av,6,2,wood frame (5),1409016,1409,016,2025-02-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.782540819,-122.484167286",https://sfassessor.org/ (search APN 1409016)
Central Richmond,379 20th Av,6,3,wood frame (5),1452017,1452,017,2009-07-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780802529,-122.479739101",https://sfassessor.org/ (search APN 1452017)
Central Richmond,383 21st Av,6,3,wood frame (5),1453017,1453,017,2020-03-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780735944,-122.480803529",https://sfassessor.org/ (search APN 1453017)
Central Richmond,3918 Fulton St,6,3,wood frame (5),1658015A,1658,015A,2024-06-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773288928,-122.473871138",https://sfassessor.org/ (search APN 1658015A)
Central Richmond,404 20th Av,6,3,wood frame (5),1525040B,1525,040B,2023-01-04T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.780103288,-122.47922451",https://sfassessor.org/ (search APN 1525040B)
Central Richmond,4042 Fulton St,6,3,wood frame (5),1659023,1659,023,2025-04-03T11:45:30.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773099509,-122.475395194",https://sfassessor.org/ (search APN 1659023)
